pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-671 b,Kepler-671,1,1,Transit,2016,Kepler,0,4.28095859,0.00000648,-0.00000648,0,0.050300,,,0,2.690,0.490,-0.200,0,0.240,0.044,-0.018,0,7.70000,,,0,0.02420,,,0,M-R relationship,0.000000,,,0,331.44,30.43,-27.48,0,1012,,,0,0,,5624.00,74.83,-91.38,0,0.95,0.17,-0.07,0,0.97,0.05,-0.04,0,0.080,0.145,-0.137,0,[Fe/H],4.47,0.05,-0.15,0,19h37m03.78s,294.2657519,+49d18m50.74s,49.3140933,1168.2600000,42.3050000,-42.3050000,15.4910000,0.3320000,-0.3320000,13.7690000,0.0540000,-0.0540000,15.3578000,0.0004610,-0.0004610
Kepler-672 b,Kepler-672,1,1,Transit,2016,Kepler,0,38.37746230,0.00015550,-0.00015550,0,0.216300,,,0,2.500,0.320,-0.180,0,0.223,0.029,-0.016,0,6.80000,,,0,0.02140,,,0,M-R relationship,0.000000,,,0,16.36,1.01,-0.95,0,529,,,0,1,,5627.00,75.47,-79.72,0,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0,-0.010,0.149,-0.185,0,[Fe/H],4.50,0.05,-0.11,0,19h26m53.28s,291.7219993,+49d28m51.06s,49.4808492,1033.9300000,21.7950000,-21.7950000,15.5130000,0.2290000,-0.2290000,13.4970000,0.0470000,-0.0470000,15.1312000,0.0003250,-0.0003250
Kepler-673 b,Kepler-673,1,1,Transit,2016,Kepler,0,3.72873109,0.00000093,-0.00000093,0,0.045500,,,0,6.540,0.530,-0.480,0,0.583,0.047,-0.043,0,34.80000,,,0,0.11000,,,0,M-R relationship,0.000000,,,0,253.46,16.93,-15.71,0,1023,,,0,0,,5355.00,60.40,-71.68,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,0.000,0.149,-0.171,0,[Fe/H],4.54,0.04,-0.09,0,19h23m08.58s,290.7857595,+50d03m14.60s,50.0540561,918.2100000,21.7480000,-21.7480000,15.5920000,0.1830000,-0.1830000,13.6690000,0.0480000,-0.0480000,15.5056000,0.0004150,-0.0004150
Kepler-674 b,Kepler-674,1,1,Transit,2016,Kepler,0,2.24338185,0.00000272,-0.00000272,0,0.028000,,,0,1.690,0.100,-0.070,0,0.151,0.009,-0.006,0,3.50000,,,0,0.01100,,,0,M-R relationship,0.000000,,,0,146.51,4.50,-4.38,0,822,,,0,0,,4192.00,40.95,-42.83,0,0.57,0.03,-0.02,0,0.60,0.04,-0.04,0,-0.270,0.143,-0.138,0,[Fe/H],4.69,0.01,-0.02,0,19h00m42.28s,285.1761864,+50d08m58.88s,50.1496897,342.2540000,3.2625000,-3.2625000,15.5690000,0.0570000,-0.0570000,12.3940000,0.0260000,-0.0260000,15.1272000,0.0004390,-0.0004390
Kepler-675 b,Kepler-675,1,1,Transit,2016,Kepler,0,2.33743801,0.00000207,-0.00000207,0,0.032500,,,0,2.440,0.240,-0.160,0,0.218,0.021,-0.014,0,6.53000,,,0,0.02050,,,0,M-R relationship,0.000000,,,0,308.55,16.78,-15.85,0,1070,,,0,0,,4945.00,69.87,-70.99,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.050,0.147,-0.177,0,[Fe/H],4.60,0.03,-0.04,0,19h35m20.03s,293.8334488,+50d13m49.25s,50.2303479,665.6800000,13.6185000,-13.6185000,15.6050000,0.0800000,-0.0800000,13.1950000,0.0370000,-0.0370000,15.3356000,0.0005220,-0.0005220
Kepler-676 b,Kepler-676,1,1,Transit,2016,Kepler,0,11.59822172,0.00001399,-0.00001399,0,0.079800,,,0,3.040,0.140,-0.340,0,0.271,0.012,-0.030,0,9.48000,,,0,0.02980,,,0,M-R relationship,0.000000,,,0,8.24,0.85,-0.78,0,396,,,0,0,,3701.00,39.31,-40.14,0,0.49,0.02,-0.03,0,0.51,0.02,-0.03,0,-0.020,0.087,-0.087,0,[Fe/H],4.77,0.03,-0.02,0,19h44m53.29s,296.2220259,+50d17m14.51s,50.2873626,295.1960000,2.8065000,-2.8065000,17.1500000,0.2000000,-0.2000000,12.6280000,0.0270000,-0.0270000,15.8791000,0.0009420,-0.0009420
Kepler-677 b,Kepler-677,1,1,Transit,2016,Kepler,0,6.57531678,0.00000369,-0.00000369,0,0.067000,,,0,5.380,1.170,-0.420,0,0.480,0.104,-0.037,0,25.00000,,,0,0.07860,,,0,M-R relationship,0.000000,,,0,683.27,80.99,-70.27,0,1015,,,0,0,,5723.00,68.82,-87.95,0,0.99,0.21,-0.08,0,1.00,0.05,-0.05,0,0.060,0.143,-0.163,0,[Fe/H],4.45,0.06,-0.16,0,19h20m23.53s,290.0980478,+50d19m17.66s,50.3215731,1954.0800000,103.8300000,-103.8300000,15.5040000,0.0570000,-0.0570000,13.6860000,0.0390000,-0.0390000,15.2970000,0.0004020,-0.0004020
Kepler-678 b,Kepler-678,1,1,Transit,2016,Kepler,0,7.27503724,0.00000427,-0.00000427,0,0.073200,,,0,5.140,0.660,-0.350,0,0.459,0.059,-0.031,0,23.10000,,,0,0.07280,,,0,M-R relationship,0.000000,,,0,113.64,75.31,-28.97,0,833,,,0,0,,5520.00,72.95,-108.11,0,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0,0.070,0.157,-0.150,0,[Fe/H],4.50,0.05,-0.12,0,19h41m49.26s,295.4552577,+50d29m40.23s,50.4945093,1826.1500000,81.6750000,-81.6750000,15.1610000,0.1150000,-0.1150000,13.2600000,0.0340000,-0.0340000,15.0614000,0.0004240,-0.0004240
Kepler-679 b,Kepler-679,1,1,Transit,2016,Kepler,0,12.39358604,0.00003829,-0.00003829,0,0.098300,,,0,3.010,0.320,-0.390,0,0.269,0.029,-0.035,0,9.32000,,,0,0.02930,,,0,M-R relationship,0.000000,,,0,56.00,4.09,-3.78,0,677,,,0,0,,5403.00,97.13,-105.75,0,0.84,0.07,-0.06,0,0.87,0.05,-0.05,0,-0.090,0.161,-0.185,0,[Fe/H],4.54,0.04,-0.09,0,19h44m05.12s,296.0213374,+50d34m04.09s,50.5678019,922.2440000,24.7455000,-24.7455000,15.7710000,0.1370000,-0.1370000,13.6920000,0.0500000,-0.0500000,15.5291000,0.0004760,-0.0004760
Kepler-68 b,Kepler-68,2,3,Transit,2013,Kepler,0,5.39880000,,,0,0.061700,0.000560,-0.000560,0,2.354,0.020,-0.020,0,0.210,0.002,-0.002,0,7.65000,1.37000,-1.32000,0,0.02407,0.00431,-0.00415,0,Mass,0.000000,,,0,439.92,9.36,-9.17,0,1280,90,-90,0,0,,5875.23,137.94,-137.94,0,1.26,0.07,-0.07,0,1.06,0.13,-0.13,0,0.126,0.004,-0.004,0,[M/H],4.26,0.08,-0.08,0,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.1660000,0.4350000,-0.4350000,10.0770000,0.0040000,-0.0040000,8.5880000,0.0220000,-0.0220000,9.9335500,0.0003130,-0.0003130
Kepler-68 c,Kepler-68,2,3,Transit,2013,Kepler,0,9.60510000,,,0,0.090590,0.000820,-0.000820,0,0.920,0.010,-0.010,0,0.089,0.002,-0.002,0,2.04000,1.72000,-1.78000,0,0.00642,0.00541,-0.00560,0,Mass,0.000000,,,0,204.48,4.35,-4.26,0,941,,,0,0,,5875.23,137.94,-137.94,0,1.26,0.07,-0.07,0,1.06,0.13,-0.13,0,0.126,0.004,-0.004,0,[M/H],4.26,0.08,-0.08,0,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.1660000,0.4350000,-0.4350000,10.0770000,0.0040000,-0.0040000,8.5880000,0.0220000,-0.0220000,9.9335500,0.0003130,-0.0003130
Kepler-68 d,Kepler-68,2,3,Radial Velocity,2013,W. M. Keck Observatory,0,634.60000000,4.10000000,-3.70000000,0,1.400000,0.030000,-0.030000,0,13.900,,,0,1.240,,,0,267.00000,16.00000,-16.00000,0,0.84007,0.05034,-0.05034,0,Mass,0.112000,0.035000,-0.034000,0,,,,,,,,,0,,5875.23,137.94,-137.94,0,1.26,0.07,-0.07,0,1.06,0.13,-0.13,0,0.126,0.004,-0.004,0,[M/H],4.26,0.08,-0.08,0,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.1660000,0.4350000,-0.4350000,10.0770000,0.0040000,-0.0040000,8.5880000,0.0220000,-0.0220000,9.9335500,0.0003130,-0.0003130
Kepler-680 b,Kepler-680,1,1,Transit,2016,Kepler,0,3.68992629,0.00000943,-0.00000943,0,0.046900,,,0,2.420,0.820,-0.250,0,0.216,0.073,-0.022,0,6.44000,,,0,0.02030,,,0,M-R relationship,0.000000,,,0,706.62,65.25,-58.88,0,1147,,,0,0,,5890.00,77.37,-99.20,0,1.11,0.38,-0.11,0,1.08,0.10,-0.06,0,0.130,0.152,-0.146,0,[Fe/H],4.38,0.08,-0.22,0,19h26m29.37s,291.6223810,+50d37m05.45s,50.6181793,1492.4800000,52.9550000,-52.9550000,15.3210000,0.2860000,-0.2860000,13.7640000,0.0570000,-0.0570000,15.2152000,0.0003570,-0.0003570
Kepler-681 b,Kepler-681,1,1,Transit,2016,Kepler,0,26.39435646,0.00006078,-0.00006078,0,0.163500,,,0,3.080,0.160,-0.160,0,0.275,0.014,-0.014,0,9.69000,,,0,0.03050,,,0,M-R relationship,0.000000,,,0,14.15,0.66,-0.62,0,489,,,0,0,,5021.00,63.80,-62.09,0,0.76,0.03,-0.04,0,0.80,0.04,-0.05,0,-0.040,0.151,-0.164,0,[Fe/H],4.58,0.03,-0.04,0,19h17m35.94s,289.3997364,+51d15m00.87s,51.2502428,686.9230000,11.0525000,-11.0525000,15.5840000,0.1030000,-0.1030000,13.1720000,0.0350000,-0.0350000,15.2271000,0.0003720,-0.0003720
Kepler-682 b,Kepler-682,1,1,Transit,2016,Kepler,0,12.61190667,0.00000646,-0.00000646,0,0.105800,,,0,7.370,0.770,-0.500,0,0.658,0.069,-0.045,0,42.60000,,,0,0.13400,,,0,M-R relationship,0.000000,,,0,306.10,34.77,-30.37,0,753,,,0,0,,5559.00,84.63,-82.16,0,0.89,0.09,-0.06,0,0.92,0.04,-0.05,0,-0.050,0.143,-0.172,0,[Fe/H],4.51,0.04,-0.10,0,19h16m26.93s,289.1122204,+51d44m14.49s,51.7373589,1979.2500000,99.9250000,-99.9250000,15.5560000,0.1490000,-0.1490000,13.4780000,0.0420000,-0.0420000,15.1172000,0.0004380,-0.0004380
Kepler-683 b,Kepler-683,1,1,Transit,2016,Kepler,0,2.53918318,0.00000511,-0.00000511,0,0.035500,,,0,1.970,0.340,-0.170,0,0.176,0.030,-0.015,0,4.54000,,,0,0.01430,,,0,M-R relationship,0.000000,,,0,702.28,49.60,-45.84,0,1332,,,0,0,,5703.00,140.91,-149.37,0,0.95,0.16,-0.08,0,0.96,0.06,-0.06,0,-0.030,0.144,-0.181,0,[Fe/H],4.47,0.06,-0.13,0,19h25m45.59s,291.4399598,+37d54m20.27s,37.9056293,1023.0700000,30.1905000,-30.1905000,15.0720000,0.0920000,-0.0920000,13.3580000,0.0370000,-0.0370000,15.0008000,0.0003880,-0.0003880
Kepler-684 b,Kepler-684,1,1,Transit,2016,Kepler,0,6.77030201,0.00000886,-0.00000886,0,0.064000,,,0,3.360,0.300,-0.300,0,0.300,0.027,-0.027,0,11.20000,,,0,0.03540,,,0,M-R relationship,0.000000,,,0,102.87,53.88,-21.24,0,812,,,0,0,,5493.00,123.67,-118.74,0,0.86,0.08,-0.07,0,0.89,0.06,-0.06,0,-0.110,0.161,-0.194,0,[Fe/H],4.53,0.05,-0.09,0,19h23m28.92s,290.8704935,+38d16m24.95s,38.2735978,1731.2700000,89.3450000,-89.3450000,15.6950000,0.1260000,-0.1260000,13.8280000,0.0490000,-0.0490000,15.5793000,0.0004090,-0.0004090
Kepler-685 b,Kepler-685,1,1,Transit,2016,Kepler,0,1.62552220,0.00000015,-0.00000015,0,0.026500,,,0,10.580,3.060,-1.190,0,0.944,0.273,-0.106,0,78.80000,,,0,0.24800,,,0,M-R relationship,0.000000,,,0,1137.12,89.00,-81.36,0,1579,,,0,0,,5963.00,94.44,-126.15,0,1.16,0.34,-0.13,0,1.11,0.11,-0.07,0,0.150,0.145,-0.154,0,[Fe/H],4.36,0.09,-0.19,0,19h35m29.26s,293.8719143,+38d25m22.51s,38.4229184,938.7150000,30.9340000,-30.9340000,15.1860000,0.0570000,-0.0570000,13.3070000,0.0370000,-0.0370000,15.0191000,0.0004000,-0.0004000
Kepler-686 b,Kepler-686,1,1,Transit,2016,Kepler,0,1.59474546,0.00000011,-0.00000011,0,0.025800,,,0,12.150,1.970,-1.010,0,1.084,0.176,-0.090,0,,,,,,,,,Msini,0.000000,,,0,2132.90,230.18,-203.85,0,1539,,,0,0,,5649.00,155.14,-112.79,0,0.92,0.15,-0.08,0,0.94,0.06,-0.06,0,-0.070,0.152,-0.184,0,[Fe/H],4.49,0.06,-0.13,0,19h00m51.32s,285.2138190,+39d01m38.88s,39.0274660,1490.9400000,65.0350000,-65.0350000,16.0200000,0.1260000,-0.1260000,13.9170000,0.0570000,-0.0570000,15.5242000,0.0004480,-0.0004480
Kepler-687 b,Kepler-687,1,1,Transit,2016,Kepler,0,20.50586978,0.00002828,-0.00002828,0,0.132600,,,0,3.520,0.160,-0.200,0,0.314,0.014,-0.018,0,12.20000,,,0,0.03830,,,0,M-R relationship,0.000000,,,0,15.65,0.76,-0.73,0,518,,,0,0,,4841.00,93.00,-63.99,0,0.73,0.03,-0.04,0,0.77,0.04,-0.04,0,-0.040,0.144,-0.160,0,[Fe/H],4.60,0.03,-0.04,0,19h17m15.71s,289.3154576,+39d09m11.85s,39.1532911,633.6600000,11.4715000,-11.4715000,15.6950000,0.3430000,-0.3430000,13.2160000,0.0340000,-0.0340000,15.3943000,0.0005420,-0.0005420
Kepler-688 b,Kepler-688,1,1,Transit,2016,Kepler,0,3.89593684,0.00000080,-0.00000080,0,0.046000,,,0,9.760,1.760,-0.970,0,0.871,0.157,-0.087,0,68.70000,,,0,0.21600,,,0,M-R relationship,0.000000,,,0,458.91,51.74,-45.68,0,1005,,,0,0,,5715.00,152.52,-199.21,0,0.96,0.17,-0.09,0,0.98,0.07,-0.07,0,0.020,0.133,-0.167,0,[Fe/H],4.47,0.06,-0.14,0,19h38m37.26s,294.6552312,+39d18m30.04s,39.3083446,1357.7500000,59.1000000,-59.1000000,15.8050000,0.1150000,-0.1150000,13.9240000,0.0660000,-0.0660000,15.7323000,0.0004540,-0.0004540
Kepler-689 b,Kepler-689,1,1,Transit,2016,Kepler,0,22.36656079,0.00009811,-0.00009811,0,0.144900,,,0,2.890,0.350,-0.230,0,0.258,0.031,-0.021,0,8.70000,,,0,0.02740,,,0,M-R relationship,0.000000,,,0,35.34,3.66,-3.25,0,536,,,0,0,,5518.00,122.70,-162.69,0,0.88,0.10,-0.07,0,0.91,0.05,-0.06,0,-0.010,0.144,-0.184,0,[Fe/H],4.51,0.05,-0.10,0,19h38m50.55s,294.7106347,+39d31m18.11s,39.5216975,1131.7300000,48.5150000,-48.5150000,15.9380000,0.1370000,-0.1370000,13.7140000,0.0510000,-0.0510000,15.5920000,0.0004520,-0.0004520
Kepler-69 b,Kepler-69,1,2,Transit,2013,Kepler,0,13.72234100,0.00003500,-0.00003600,0,0.094000,0.023000,-0.016000,0,2.240,0.440,-0.290,0,0.200,0.039,-0.026,0,5.65000,,,0,0.01780,,,0,M-R relationship,0.160000,0.170000,-0.001000,0,123.52,4.04,-3.90,0,779,50,-51,0,0,G4 V,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,-0.290,0.150,-0.150,0,[Fe/H],4.40,0.15,-0.15,0,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.6250000,7.6555000,-7.6555000,13.8660000,0.0920000,-0.0920000,12.2340000,0.0260000,-0.0260000,13.7120000,0.0001920,-0.0001920
Kepler-69 c,Kepler-69,1,2,Transit,2013,Kepler,0,242.46130000,0.00590000,-0.00640000,0,0.640000,0.150000,-0.110000,0,1.710,0.340,-0.230,0,0.153,0.030,-0.021,0,3.57000,,,0,0.01120,,,0,M-R relationship,0.140000,0.180000,-0.100000,0,2.69,0.09,-0.09,0,299,19,-20,0,0,G4 V,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,-0.290,0.150,-0.150,0,[Fe/H],4.40,0.15,-0.15,0,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.6250000,7.6555000,-7.6555000,13.8660000,0.0920000,-0.0920000,12.2340000,0.0260000,-0.0260000,13.7120000,0.0001920,-0.0001920
Kepler-690 b,Kepler-690,1,1,Transit,2016,Kepler,0,7.74809437,0.00000763,-0.00000763,0,0.081000,,,0,5.950,1.830,-0.750,0,0.531,0.163,-0.067,0,29.60000,,,0,0.09330,,,0,M-R relationship,0.000000,,,0,225.70,35.96,-29.99,0,964,,,0,0,,5913.00,87.61,-115.89,0,1.16,0.36,-0.14,0,1.11,0.10,-0.06,0,0.190,0.134,-0.152,0,[Fe/H],4.35,0.10,-0.20,0,19h37m57.58s,294.4899225,+39d46m17.31s,39.7714758,1665.3100000,109.0550000,-109.0550000,15.7010000,0.0810000,-0.0810000,14.1060000,0.0740000,-0.0740000,15.6723000,0.0005020,-0.0005020
Kepler-691 b,Kepler-691,1,1,Transit,2016,Kepler,0,8.11437900,0.00001125,-0.00001125,0,0.064900,,,0,2.090,0.090,-0.090,0,0.186,0.008,-0.008,0,5.02000,,,0,0.01580,,,0,M-R relationship,0.000000,,,0,12.99,1.34,-1.23,0,460,,,0,0,,3715.00,37.37,-36.77,0,0.50,0.02,-0.02,0,0.53,0.02,-0.02,0,0.040,0.080,-0.077,0,[Fe/H],4.76,0.02,-0.02,0,19h15m14.82s,288.8117314,+40d01m59.63s,40.0332311,279.1150000,3.3935000,-3.3935000,16.6000000,0.2000000,-0.2000000,12.4920000,0.0250000,-0.0250000,15.8385000,0.0006940,-0.0006940
Kepler-692 b,Kepler-692,1,1,Transit,2016,Kepler,0,21.81293494,0.00007140,-0.00007140,0,0.149500,,,0,3.110,0.370,-0.230,0,0.277,0.033,-0.021,0,9.85000,,,0,0.03100,,,0,M-R relationship,0.000000,,,0,28.50,2.42,-2.21,0,639,,,0,0,,5440.00,157.76,-162.00,0,0.86,0.10,-0.06,0,0.90,0.05,-0.05,0,-0.010,0.140,-0.172,0,[Fe/H],4.53,0.04,-0.10,0,19h39m06.43s,294.7768068,+40d09m13.33s,40.1537027,991.3360000,33.2585000,-33.2585000,15.6760000,0.1260000,-0.1260000,13.7020000,0.0490000,-0.0490000,15.5495000,0.0004800,-0.0004800
Kepler-693 b,Kepler-693,2,1,Transit,2016,Kepler,0,15.37563332,0.00001072,-0.00001072,0,0.112100,,,0,10.180,0.500,-0.770,0,0.908,0.045,-0.069,0,73.80000,,,0,0.23200,,,0,M-R relationship,0.000000,,,0,31.64,3.89,-3.40,0,600,,,0,0,,4881.00,78.78,-77.41,0,0.72,0.04,-0.04,0,0.76,0.04,-0.05,0,-0.100,0.167,-0.181,0,[Fe/H],4.61,0.03,-0.04,0,18h53m00.85s,283.2535270,+40d21m29.58s,40.3582155,1151.5100000,54.5950000,-54.5950000,16.7286000,0.0459000,-0.0459000,14.1780000,0.0710000,-0.0710000,16.4140000,0.0006190,-0.0006190
Kepler-694 b,Kepler-694,1,1,Transit,2016,Kepler,0,6.36584161,0.00000810,-0.00000810,0,0.065900,,,0,2.800,0.520,-0.220,0,0.250,0.046,-0.020,0,8.25000,,,0,0.02590,,,0,M-R relationship,0.000000,,,0,206.44,14.16,-13.11,0,914,,,0,0,,5700.00,110.52,-116.69,0,0.95,0.14,-0.07,0,0.97,0.05,-0.06,0,0.000,0.134,-0.166,0,[Fe/H],4.47,0.05,-0.12,0,19h24m35.89s,291.1495269,+40d25m13.64s,40.4204569,1023.0600000,29.5200000,-29.5200000,15.2840000,0.1490000,-0.1490000,13.4930000,0.0350000,-0.0350000,15.0857000,0.0003760,-0.0003760
Kepler-695 b,Kepler-695,1,1,Transit,2016,Kepler,0,3.04033042,0.00000030,-0.00000030,0,0.037400,,,0,9.210,0.710,-0.560,0,0.822,0.063,-0.050,0,62.30000,,,0,0.19600,,,0,M-R relationship,0.000000,,,0,499.06,29.50,-27.58,0,1021,,,0,0,,5181.00,199.46,-197.86,0,0.80,0.06,-0.05,0,0.84,0.05,-0.05,0,-0.010,0.149,-0.162,0,[Fe/H],4.57,0.04,-0.06,0,19h57m15.86s,299.3160934,+40d49m20.57s,40.8223815,842.9470000,21.0150000,-21.0150000,15.2620000,0.2750000,-0.2750000,12.9220000,0.0300000,-0.0300000,15.1132000,0.0003420,-0.0003420
Kepler-696 b,Kepler-696,1,1,Transit,2016,Kepler,0,4.19042557,0.00000160,-0.00000160,0,0.053500,,,0,6.140,1.630,-0.700,0,0.548,0.145,-0.062,0,31.30000,,,0,0.09840,,,0,M-R relationship,0.000000,,,0,607.52,56.13,-50.52,0,1234,,,0,0,,5903.00,106.82,-160.15,0,1.08,0.29,-0.12,0,1.06,0.08,-0.07,0,0.070,0.148,-0.167,0,[Fe/H],4.39,0.09,-0.18,0,19h33m59.18s,293.4965906,+41d08m15.23s,41.1375635,1416.4400000,55.6350000,-55.6350000,15.3080000,0.1260000,-0.1260000,13.6240000,0.0430000,-0.0430000,15.2389000,0.0003620,-0.0003620
Kepler-697 b,Kepler-697,1,1,Transit,2016,Kepler,0,3.70987065,0.00000305,-0.00000305,0,0.047100,,,0,4.130,0.550,-0.310,0,0.368,0.049,-0.028,0,16.00000,,,0,0.05020,,,0,M-R relationship,0.000000,,,0,472.24,41.78,-37.74,0,1151,,,0,0,,5513.00,113.01,-134.25,0,0.88,0.12,-0.07,0,0.92,0.05,-0.06,0,-0.010,0.137,-0.190,0,[Fe/H],4.52,0.05,-0.12,0,18h55m27.45s,283.8643937,+41d20m46.99s,41.3463859,1277.3300000,47.7900000,-47.7900000,15.8880000,0.1260000,-0.1260000,13.7850000,0.0420000,-0.0420000,15.5462000,0.0004960,-0.0004960
Kepler-698 b,Kepler-698,1,1,Transit,2016,Kepler,0,16.32976218,0.00003512,-0.00003512,0,0.125500,,,0,3.680,0.450,-0.450,0,0.328,0.040,-0.040,0,13.10000,,,0,0.04130,,,0,M-R relationship,0.000000,,,0,172.56,20.37,-17.77,0,727,,,0,0,,5612.00,128.36,-116.05,0,0.91,0.11,-0.07,0,0.94,0.05,-0.06,0,-0.030,0.142,-0.181,0,[Fe/H],4.50,0.05,-0.11,0,19h14m02.40s,288.5099994,+41d18m06.29s,41.3017465,1995.5700000,101.9200000,-101.9200000,15.7160000,0.2170000,-0.2170000,13.7990000,0.0500000,-0.0500000,15.4320000,0.0004070,-0.0004070
Kepler-699 b,Kepler-699,1,1,Transit,2016,Kepler,0,27.80756293,0.00000529,-0.00000529,0,0.171100,,,0,14.110,1.390,-1.210,0,1.259,0.124,-0.108,0,,,,,,,,,Msini,0.000000,,,0,22.24,17.69,-5.87,0,554,,,0,0,,5330.00,112.77,-71.24,0,0.78,0.08,-0.07,0,0.81,0.06,-0.07,0,-0.260,0.181,-0.232,0,[Fe/H],4.58,0.05,-0.07,0,19h47m33.16s,296.8881532,+41d23m45.92s,41.3960896,2089.7000000,163.1700000,-163.1700000,15.8670000,0.1600000,-0.1600000,13.6720000,0.0390000,-0.0390000,15.4739000,0.0004740,-0.0004740
Kepler-7 b,Kepler-7,1,1,Transit,2009,Kepler,0,4.88548920,0.00000090,-0.00000090,0,0.060670,0.000590,-0.000590,0,18.181,0.146,-0.146,0,1.622,0.013,-0.013,0,140.16303,13.66669,-13.34886,0,0.44100,0.04300,-0.04200,0,Mass,0.000000,,,0,1375.11,66.52,-63.04,0,1630,10,-10,0,0,,5933.00,44.00,-44.00,0,1.97,0.01,-0.01,0,1.36,0.03,-0.03,0,0.110,0.030,-0.030,0,[Fe/H],3.98,0.10,-0.10,0,19h14m19.56s,288.5814928,+41d05m23.04s,41.0897335,922.5620000,20.1720000,-20.1720000,13.0080000,0.1030000,-0.1030000,11.5350000,0.0200000,-0.0200000,12.8649000,0.0003180,-0.0003180
Kepler-700 b,Kepler-700,1,1,Transit,2016,Kepler,0,80.87206390,0.00017270,-0.00017270,0,0.357700,,,0,5.990,0.910,-0.500,0,0.534,0.081,-0.045,0,30.00000,,,0,0.09440,,,0,M-R relationship,0.000000,,,0,12.07,1.08,-0.98,0,452,,,0,0,,5692.00,77.65,-115.63,0,0.96,0.15,-0.07,0,0.98,0.04,-0.05,0,0.040,0.135,-0.153,0,[Fe/H],4.47,0.06,-0.13,0,19h08m37.01s,287.1542240,+41d33m56.80s,41.5657775,1491.7600000,58.2800000,-58.2800000,15.2020000,0.2060000,-0.2060000,13.5690000,0.0380000,-0.0380000,15.1916000,0.0003930,-0.0003930
Kepler-701 b,Kepler-701,1,1,Transit,2016,Kepler,0,10.35533177,0.00002064,-0.00002064,0,0.089500,,,0,2.840,0.220,-0.450,0,0.253,0.020,-0.040,0,8.45000,,,0,0.02660,,,0,M-R relationship,0.000000,,,0,75.62,3.51,-3.34,0,777,,,0,0,,5343.00,73.58,-88.55,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,0.000,0.149,-0.172,0,[Fe/H],4.54,0.04,-0.08,0,19h15m58.60s,288.9941800,+41d37m59.93s,41.6333125,774.1520000,13.1600000,-13.1600000,15.0560000,0.2520000,-0.2520000,13.1410000,0.0330000,-0.0330000,14.9683000,0.0004030,-0.0004030
Kepler-702 b,Kepler-702,1,1,Transit,2016,Kepler,0,10.52629406,0.00000190,-0.00000190,0,0.088000,,,0,9.170,0.840,-0.580,0,0.818,0.075,-0.052,0,61.80000,,,0,0.19400,,,0,M-R relationship,0.000000,,,0,88.91,6.44,-5.94,0,713,,,0,0,,5419.00,122.25,-143.80,0,0.86,0.08,-0.05,0,0.90,0.05,-0.05,0,0.000,0.143,-0.161,0,[Fe/H],4.53,0.04,-0.08,0,19h35m30.74s,293.8781041,+41d39m42.21s,41.6617245,992.0710000,29.1865000,-29.1865000,15.4370000,0.1030000,-0.1030000,13.4920000,0.0410000,-0.0410000,15.3098000,0.0004130,-0.0004130
